ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
P054,04/07/1985,0,NA,0,1,2,2,Summer,1985,LARCH,5.8,NA,FAIR,NA,NA,NA,2,4,8,P05431232,NA,#VALUE!
P054,06/11/1985,0,NA,0,1,2,2,Autumn,1985,LARCH,9,NA,GOOD,NA,37.9,NA,2,4,8,P05431357,NA,#VALUE!
P054,12/05/1987,0,NA,0,1,4,4,Spring,1987,LARCH,5.8,NA,POOR,NA,38.4,NA,2,16,64,P05431909,NA,#VALUE!
P054,19/08/1987,0,NA,0,1,4,4,Summer,1987,LARCH,6.9,NA,GOOD,NA,39,NA,2,16,64,P05432008,NA,#VALUE!
P054,19/07/1988,0,NA,0,1,5,5,Summer,1988,LARCH,6.4,NA,FAIR,NA,38.9,NA,2,25,125,P05432343,NA,#VALUE!
P054,23/05/1989,0,NA,0,1,6,6,Spring,1989,LARCH,7.9,NA,FAIR,NA,37.2,NA,2,36,216,P05432651,NA,#VALUE!
P054,17/10/1989,0,NA,0,1,6,6,Autumn,1989,LARCH,7.8,NA,GOOD,NA,38.6,NA,2,36,216,P05432798,NA,#VALUE!
P054,01/08/1990,0,NA,0,1,7,7,Summer,1990,LARCH,6.4,NA,FAIR,NA,39.1,NA,2,49,343,P05433086,NA,#VALUE!
P054,17/10/1990,0,NA,0,1,7,7,Autumn,1990,LARCH,7.9,NA,GOOD,NA,38.6,NA,2,49,343,P05433163,NA,#VALUE!
P054,05/06/1991,0,NA,0,1,8,8,Summer,1991,LARCH,6.2,NA,FAIR,NA,38.2,NA,2,64,512,P05433394,NA,#VALUE!
P054,29/10/1991,0,NA,0,1,8,8,Autumn,1991,LARCH,8.3,NA,VGOOD,NA,38.5,NA,2,64,512,P05433540,NA,#VALUE!
P054,19/05/1992,0,NA,0,1,9,9,Spring,1992,LARCH,6.3,NA,FAIR,NA,38.9,NA,2,81,729,P05433743,NA,#VALUE!
P054,03/08/1993,0,NA,0,1,10,10,Summer,1993,LARCH,6.2,NA,FAIR,NA,37.9,NA,2,100,1000,P05434184,NA,#VALUE!
P058,15/05/1984,0,NA,NA,1,NA,4.066,Spring,1984,COLLIERS_WOOD,6.8,NA,GOOD,NA,38,NA,NA,16.532,67.221,P05830817,NA,#VALUE!
P058,31/07/1984,0,NA,NA,1,NA,4.066,Summer,1984,COLLIERS_WOOD,6.8,NA,POOR,NA,38.9,NA,NA,16.532,67.221,P05830894,NA,#VALUE!
P058,07/11/1984,0,NA,NA,1,NA,4.066,Autumn,1984,COLLIERS_WOOD,11.5,NA,VGOOD,NA,36.2,NA,NA,16.532,67.221,P05830993,NA,#VALUE!
P058,29/05/1985,0,NA,NA,1,NA,4.066,Spring,1985,COLLIERS_WOOD,7.5,NA,GOOD,NA,NA,NA,NA,16.532,67.221,P05831196,NA,#VALUE!
P058,14/08/1985,0,NA,NA,1,NA,4.066,Summer,1985,COLLIERS_WOOD,NA,NA,GOOD,NA,38.8,NA,NA,16.532,67.221,P05831273,NA,#VALUE!
P059,14/02/1984,0,0,NA,1,1,1,Winter,1984,PEGLARS,8.1,NA,GOOD,NA,38.3,NA,1,1,1,P05930726,NA,#VALUE!
P059,16/05/1984,0,0,NA,1,1,1,Spring,1984,PEGLARS,8.4,NA,GOOD,NA,38.7,NA,1,1,1,P05930818,NA,#VALUE!
P059,01/08/1984,0,0,NA,1,1,1,Summer,1984,PEGLARS,8.1,NA,GOOD,NA,39.3,NA,1,1,1,P05930895,NA,#VALUE!
P059,18/02/1985,0,NA,0,1,2,2,Winter,1985,PEGLARS,8.8,NA,GOOD,NA,37.8,NA,2,4,8,P05931096,NA,#VALUE!
P059,12/05/1986,0,NA,0,1,3,3,Spring,1986,PEGLARS,8.3,NA,NA,NA,37.7,NA,2,9,27,P05931544,NA,#VALUE!
Q001,26/01/1999,0,0,NA,2,1,1,Winter,1999,HEDGE,8.1,NA,GOOD,79,37.3,NA,1,1,1,Q00136186,79,8.078535604
Q001,26/05/1999,0,0,NA,2,1,1,Spring,1999,HEDGE,8.7,NA,FAIR,83.5,38.2,NA,1,1,1,Q00136306,83.5,6.926697016
Q001,17/08/1999,0,0,NA,2,1,1,Summer,1999,HEDGE,9,NA,GOOD,86,38,NA,1,1,1,Q00136389,86,6.355472513
Q001,21/09/1999,0,0,NA,2,1,1,Autumn,1999,HEDGE,9.4,NA,GOOD,84,38.1,NA,1,1,1,Q00136424,84,7.304504876
Q001,13/10/1999,0,0,NA,2,1,1,Autumn,1999,HEDGE,10.2,NA,GOOD,85,38,NA,1,1,1,Q00136446,85,7.553740712
Q001,04/10/2000,0,NA,0,2,2,2,Autumn,2000,HEDGE,11.6,NA,VERY_GOOD,87,38.8,NA,2,4,8,Q00136803,87,7.81529846
Q001,24/07/2001,0,NA,0,2,3,3,Summer,2001,HEDGE,8.9,NA,FAIR,85.9,38.5,NA,2,9,27,Q00137096,85.9,6.314662743
Q002,26/01/1999,0,NA,NA,1,NA,4.066,Winter,1999,ARTHURS,9.9,NA,GOOD,85,38.1,NA,NA,16.532,67.221,Q00236186,85,7.331571867
Q002,23/05/2000,0,NA,NA,1,NA,4.066,Spring,2000,ARTHURS,8.9,NA,POOR,86,38.6,NA,NA,16.532,67.221,Q00236669,86,6.284856152
Q003,27/01/1999,0,NA,NA,2,NA,4.066,Winter,1999,FIELD_FARM,10.8,0.5,GOOD,78,37.7,NA,NA,16.532,67.221,Q00336187,78,11.34409829
Q003,21/07/1999,0,NA,NA,2,NA,4.066,Summer,1999,FIELD_FARM,9.5,0.25,GOOD,84,38.1,NA,NA,16.532,67.221,Q00336362,84,7.382212374
Q003,11/01/2000,0,NA,NA,2,NA,4.066,Winter,2000,FIELD_FARM,12.9,0.5,VGOOD,84.5,38.3,NA,NA,16.532,67.221,Q00336536,84.5,9.785233806
Q003,17/08/2000,0,NA,NA,2,NA,4.066,Summer,2000,FIELD_FARM,10.7,0.75,VGOOD,85,38.4,NA,NA,16.532,67.221,Q00336755,85,7.924022119
Q004,11/02/1999,0,NA,NA,1,NA,4.066,Winter,1999,TOP_SETT,9.2,NA,GOOD,85,37.6,NA,NA,16.532,67.221,Q00436202,85,6.813177897
Q005,23/02/1999,0,NA,NA,2,NA,4.066,Winter,1999,PARK_MILL,10.4,NA,GOOD,86,37.2,NA,NA,16.532,67.221,Q00536214,86,7.344101571
Q006,23/02/1999,0,NA,NA,2,NA,4.066,Winter,1999,OLD_OAK,9.3,NA,FAIR,84,37,NA,NA,16.532,67.221,Q00636214,84,7.226797377
Q007,23/02/1999,0,NA,NA,1,NA,4.066,Winter,1999,WOOD_FARM,6.4,NA,GOOD,77,37.9,NA,NA,16.532,67.221,Q00736214,77,7.084596372
Q007,07/07/1999,0,NA,NA,1,NA,4.066,Summer,1999,WOOD_FARM,6.2,NA,GOOD,80,38.7,NA,NA,16.532,67.221,Q00736348,80,5.875214433
Q007,04/08/1999,0,NA,NA,1,NA,4.066,Summer,1999,WOODRUSH,6,0,FAIR,77.5,38.6,NA,NA,16.532,67.221,Q00736376,77.5,6.469268488
Q007,07/09/1999,0,NA,NA,1,NA,4.066,Autumn,1999,WOOD_FARM,6.2,NA,GOOD,78,37.8,NA,NA,16.532,67.221,Q00736410,78,6.512352721
Q007,08/02/2000,0,NA,NA,1,NA,4.066,Winter,2000,WOOD_FARM,7.9,NA,GOOD,80,38.7,NA,NA,16.532,67.221,Q00736564,80,7.486160326
Q007,08/08/2001,0,NA,NA,1,NA,4.066,Summer,2001,WOOD_FARM,7.1,NA,GOOD,81,38.2,NA,NA,16.532,67.221,Q00737111,81,6.396623166
Q007,18/09/2001,0,NA,NA,1,NA,4.066,Autumn,2001,WOOD_FARM,7,NA,GOOD,81,37.9,NA,NA,16.532,67.221,Q00737152,81,6.306529882
Q007,21/08/2002,0,NA,NA,1,NA,4.066,Summer,2002,COLLIERS_WOOD,7.4,NA,FAIR,81,37.9,NA,NA,16.532,67.221,Q00737489,81,6.666903018
Q007,10/09/2002,0,NA,NA,1,NA,4.066,Autumn,2002,WOOD_FARM,7.6,NA,GOOD,80.5,38.4,NA,NA,16.532,67.221,Q00737509,80.5,7.021691578
Q007,06/07/2004,0,NA,NA,1,NA,4.066,Summer,2004,WOOD_FARM,7.2,NA,GOOD,80.5,38.7,NA,NA,16.532,67.221,Q00738174,80.5,6.652128864
Q007,01/08/2006,0,NA,NA,1,NA,4.066,Summer,2006,COLLIERS_WOOD,7.4,0.75,GOOD,80,38,NA,NA,16.532,67.221,Q00738930,80,7.01235271
Q007,27/10/2009,0,NA,NA,1,NA,4.066,Autumn,2009,WOOD_FARM,9.6,1,GOOD,80,37.6,NA,NA,16.532,67.221,Q00740113,80,9.097106218
Q008,25/05/1999,0,0,NA,1,0,0,Spring,1999,HEDGE,4,NA,FAIR,67,37,NA,1,0,0,Q00836305,67,7.796227682
Q008,20/07/1999,0,0,NA,1,0,0,Summer,1999,HEDGE,4.3,NA,GOOD,74,38.2,NA,1,0,0,Q00836361,74,5.5948653
Q008,17/08/1999,0,0,NA,1,0,0,Summer,1999,HEDGE,5.2,NA,GOOD,76,38,NA,1,0,0,Q00836389,76,6.070511666
Q008,21/09/1999,0,0,NA,1,0,0,Autumn,1999,HEDGE,6.3,NA,FAIR,77,37.6,NA,1,0,0,Q00836424,77,6.973899554
Q008,12/10/1999,0,0,NA,1,0,0,Autumn,1999,HEDGE,7.2,NA,FAIR,80.5,38.1,NA,1,0,0,Q00836445,80.5,6.652128864
Q008,15/02/2000,0,0,NA,1,1,1,Winter,2000,HEDGE,9.5,NA,GOOD,85,38.2,NA,1,1,1,Q00836571,85,7.035346741
Q008,24/05/2000,0,0,NA,1,1,1,Spring,2000,HEDGE,9.4,NA,FAIR,86.5,38.5,NA,1,1,1,Q00836670,86.5,6.483280399
Q008,05/09/2001,0,NA,0,1,2,2,Autumn,2001,HEDGE,10.2,NA,VERY_GOOD,80.5,38,NA,2,4,8,Q00837139,80.5,9.423849223
Q008,29/05/2002,0,NA,0,1,3,3,Spring,2002,HEDGE,9.5,NA,GOOD,89,38.5,NA,2,9,27,Q00837405,89,5.835397568
Q008,05/08/2003,0,NA,0,1,4,4,Summer,2003,HEDGE,8.3,NA,FAIR,87,37.9,NA,2,16,64,Q00837838,87,5.591980794
Q008,13/09/2005,0,NA,0,1,6,6,Autumn,2005,HEDGE,10.1,NA,GOOD,88,38.1,NA,2,36,216,Q00838608,88,6.495678879
Q009,25/05/1999,0,0,NA,1,0,0,Spring,1999,HEDGE,2.7,NA,FAIR,59.5,38,Z085,1,0,0,Q00936305,59.5,8.528155055
Q009,21/07/1999,0,0,NA,1,0,0,Summer,1999,HEDGE,3.2,NA,GOOD,67,38.7,Z085,1,0,0,Q00936362,67,6.236982146
Q009,17/08/1999,0,0,NA,1,0,0,Summer,1999,HEDGE,3.4,NA,FAIR,66,38,Z085,1,0,0,Q00936389,66,7.044693124
Q009,21/09/1999,0,0,NA,1,0,0,Autumn,1999,HEDGE,4.6,NA,FAIR,71,38.3,Z085,1,0,0,Q00936424,71,7.082231439
Q009,12/10/1999,0,0,NA,1,0,0,Autumn,1999,HEDGE,6,NA,FAIR,74.5,38.2,Z085,1,0,0,Q00936445,74.5,7.59590188
Q009,29/11/1999,0,0,NA,1,0,0,Autumn,1999,HEDGE,8.3,NA,GOOD,77,38.4,Z085,1,0,0,Q00936493,77,9.187835921
Q010,25/05/1999,0,0,NA,2,0,0,Spring,1999,HEDGE,2.9,NA,FAIR,60,36.6,NA,1,0,0,Q01036305,60,8.853398644
Q011,25/05/1999,0,0,NA,1,1,1,Spring,1999,ARTHURS,2.4,NA,FAIR,56,38.1,NA,1,1,1,Q01136305,56,9.700021492
Q011,20/07/1999,0,0,NA,1,1,1,Summer,1999,ARTHURS,2.9,NA,GOOD,63,37.7,NA,1,1,1,Q01136361,63,7.260071818
Q012,25/05/1999,0,0,NA,2,0,0,Spring,1999,NA,3.4,0,FAIR,64,38,NA,1,0,0,Q01236305,64,7.983777159
Q012,20/07/1999,0,0,NA,2,0,0,Summer,1999,ARTHURS,3.9,NA,FAIR,70,37.5,NA,1,0,0,Q01236361,70,6.361047006
Q012,22/09/1999,0,0,NA,2,0,0,Autumn,1999,ARTHURS,7.5,NA,FAIR,79.5,38.6,NA,1,0,0,Q01236425,79.5,7.29064852
Q012,11/01/2000,0,0,NA,2,1,1,Winter,2000,ARTHURS,9.9,NA,GOOD,85,37.9,NA,1,1,1,Q01236536,85,7.331571867
Q012,24/05/2000,0,0,NA,2,1,1,Spring,2000,JUNCTION,10.1,0.25,GOOD,88,38.1,NA,1,1,1,Q01236670,88,6.495678879
Q012,05/09/2000,0,0,NA,2,1,1,Autumn,2000,ARTHURS,10.7,NA,VERY_GOOD,88,39.1,NA,1,1,1,Q01236774,88,6.881560792
Q012,13/05/2003,0,NA,0,2,4,4,Spring,2003,JACKS_MIREY,11.3,NA,VERY_GOOD,90,38.5,NA,2,16,64,Q01237754,90,6.632724219
Q013,25/05/1999,0,0,NA,2,1,1,Spring,1999,HEDGE,2.9,NA,POOR,63,38,NA,1,1,1,Q01336305,63,7.260071818
Q014,25/05/1999,0,0,NA,2,0,0,Spring,1999,ARTHURS,4.2,NA,FAIR,67,38,NA,1,0,0,Q01436305,67,8.186039066
Q014,20/07/1999,0,0,NA,2,0,0,Summer,1999,ARTHURS,4.4,NA,GOOD,70,37.9,NA,1,0,0,Q01436361,70,7.176565853
Q014,21/09/1999,0,0,NA,2,0,0,Autumn,1999,ARTHURS,8.3,NA,GOOD,80,38.6,NA,1,0,0,Q01436424,80,7.865206418
Q014,11/01/2000,1,1,NA,2,1,1,Winter,2000,ARTHURS,9.6,NA,GOOD,84,37.9,NA,1,1,1,Q01436536,84,7.459919873
Q014,23/05/2000,0,0,NA,2,1,1,Spring,2000,JUNCTION,10,0.25,GOOD,86,38.4,NA,1,1,1,Q01436669,86,7.061636126
Q014,05/09/2000,0,0,NA,2,1,1,Autumn,2000,JUNCTION,11.3,0.25,GOOD,88,38.8,NA,1,1,1,Q01436774,88,7.267442706
Q015,25/05/1999,0,0,NA,2,0,0,Spring,1999,WEST,3.5,NA,GOOD,62,37.7,NA,1,0,0,Q01536305,62,9.351244806
Q015,20/07/1999,0,0,NA,2,0,0,Summer,1999,WEST,3.8,NA,FAIR,64,38.1,NA,1,0,0,Q01536361,64,8.92304506
Q015,23/05/2000,0,0,NA,2,1,1,Spring,2000,WEST,7.6,NA,GOOD,85,38.5,NA,1,1,1,Q01536669,85,5.628277393
Q015,05/09/2000,0,0,NA,2,1,1,Autumn,2000,WEST,10.7,NA,VERY_GOOD,86,38.6,NA,1,1,1,Q01536774,86,7.555950655
Q015,24/07/2001,0,NA,0,2,2,2,Summer,2001,LARCH,9,NA,FAIR,84,38.5,NA,2,4,8,Q01537096,84,6.993674881
Q015,05/09/2001,0,NA,0,2,2,2,Autumn,2001,LARCH,9.1,NA,GOOD,86.5,38.3,NA,2,4,8,Q01537139,86.5,6.276367195
Q015,16/10/2001,0,NA,0,2,2,2,Autumn,2001,LARCH,12.5,NA,VERY_GOOD,87,38.3,NA,2,4,8,Q01537180,87,8.421657823
Q015,09/01/2002,0,NA,0,2,3,3,Winter,2002,LARCH,12.5,NA,VERY_GOOD,86,38.4,NA,2,9,27,Q01537265,86,8.827045157
Q015,29/05/2002,0,NA,0,2,3,3,Spring,2002,LARCH,9.8,NA,FAIR,84,38.9,NA,2,9,27,Q01537405,84,7.61533487
Q015,28/10/2003,0,NA,0,2,4,4,Autumn,2003,WEST,11.2,NA,GOOD,85,37.1,NA,2,16,64,Q01537922,85,8.294303527
Q015,26/05/2004,0,NA,0,2,5,5,Spring,2004,LARCH,10.2,NA,GOOD,86,38.4,NA,2,25,125,Q01538133,86,7.202868848
Q015,24/08/2004,0,NA,0,2,5,5,Summer,2004,LARCH,9.2,NA,GOOD,86,38.1,NA,2,25,125,Q01538223,86,6.496705236
Q015,20/10/2004,0,NA,0,2,5,5,Autumn,2004,LARCH,11.8,NA,VERY_GOOD,86,37,NA,2,25,125,Q01538280,86,8.332730629
Q016,26/05/1999,0,0,NA,2,0,0,Spring,1999,WEST,3.2,NA,FAIR,61,38.4,M024,1,0,0,Q01636306,61,9.134175065
Q016,20/07/1999,0,0,NA,2,0,0,Summer,1999,WEST,4.2,NA,GOOD,70,38,M024,1,0,0,Q01636361,70,6.850358314
Q016,21/09/1999,0,0,NA,2,0,0,Autumn,1999,WEST,6.7,NA,GOOD,78,38.4,M024,1,0,0,Q01636424,78,7.037542456
Q016,11/01/2000,0,0,NA,2,1,1,Winter,2000,WEST,10.1,NA,VERY_GOOD,82.5,37.8,M024,1,1,1,Q01636536,82.5,8.445144389
Q017,26/05/1999,0,0,NA,2,1,1,Spring,1999,HEDGE,2.7,NA,GOOD,60,37.9,NA,1,1,1,Q01736306,60,8.242819427
Q018,26/05/1999,0,0,NA,2,1,1,Spring,1999,HEDGE,2.7,NA,GOOD,61,37.9,NA,1,1,1,Q01836306,61,7.706960211
Q018,20/07/1999,0,0,NA,2,1,1,Summer,1999,HEDGE,2.6,NA,FAIR,59.5,38.8,NA,1,1,1,Q01836361,59.5,8.21229746
Q019,26/05/1999,0,0,NA,2,0,0,Spring,1999,HEDGE,2.7,NA,FAIR,59,38.4,NA,1,0,0,Q01936306,59,8.825902208
Q020,26/05/1999,0,0,NA,1,0,0,Spring,1999,HEDGE,2.5,NA,FAIR,58,38.2,Z085,1,0,0,Q02036306,58,8.760443894
Q021,26/05/1999,0,0,NA,1,1,1,Spring,1999,HEDGE,2.6,NA,FAIR,58,37.3,NA,1,1,1,Q02136306,58,9.11086165
Q022,26/05/1999,0,0,NA,1,0,0,Spring,1999,HEDGE,2.7,NA,FAIR,58.5,38,H029,1,0,0,Q02236306,58.5,9.136712904
Q022,20/07/1999,0,0,NA,1,0,0,Summer,1999,HEDGE,2.7,NA,FAIR,62,37.8,H029,1,0,0,Q02236361,62,7.213817422
Q023,26/05/1999,0,0,NA,2,1,1,Spring,1999,JACKS_MIREY,2.6,NA,GOOD,58,NA,NA,1,1,1,Q02336306,58,9.11086165
Q023,20/07/1999,0,0,NA,2,1,1,Summer,1999,JACKS_MIREY,2.6,NA,FAIR,61,38.5,NA,1,1,1,Q02336361,61,7.42151724
Q024,26/05/1999,0,0,NA,1,1,1,Spring,1999,JACKS_MIREY,3.5,NA,GOOD,65,37.9,NA,1,1,1,Q02436306,65,7.716410756
Q024,20/07/1999,0,0,NA,1,1,1,Summer,1999,JACKS_MIREY,4.6,NA,GOOD,73.5,38.6,NA,1,1,1,Q02436361,73.5,6.152515645
Q025,26/05/1999,0,0,NA,1,1,1,Spring,1999,JACKS_MIREY,2.2,NA,GOOD,52.5,38.7,NA,1,1,1,Q02536306,52.5,11.56023514
Q025,21/07/1999,0,0,NA,1,1,1,Summer,1999,JACKS_MIREY,2.5,NA,FAIR,59,38.3,NA,1,1,1,Q02536362,59,8.172131674
Q026,26/05/1999,0,0,NA,2,0,0,Spring,1999,ARTHURS,3.4,NA,GOOD,62.5,37.5,C016,1,0,0,Q02636306,62.5,8.792139093
Q026,20/07/1999,0,0,NA,2,0,0,Summer,1999,ARTHURS,3.8,NA,NA,69,38.1,C016,1,0,0,Q02636361,69,6.571428362
Q026,22/09/1999,0,0,NA,2,0,0,Autumn,1999,ARTHURS,7.5,NA,FAIR,79.5,38.7,C016,1,0,0,Q02636425,79.5,7.29064852
Q026,04/10/2000,0,0,NA,2,1,1,Autumn,2000,JUNCTION,12.8,0.25,VGOOD,91.5,39.2,C016,1,1,1,Q02636803,91.5,7.024748775
Q026,05/09/2001,0,NA,0,2,2,2,Autumn,2001,ARTHURS,11.3,NA,VERY_GOOD,89,38.7,C016,2,4,8,Q02637139,89,6.941051844
Q026,06/08/2002,0,NA,0,2,3,3,Summer,2002,JUNCTION,9.9,0.25,GOOD,90.5,38.2,C016,2,9,27,Q02637474,90.5,5.681514097
Q027,26/05/1999,0,0,NA,2,0,0,Spring,1999,ARTHURS,2.6,NA,GOOD,57.5,38.4,C016,1,0,0,Q02736306,57.5,9.437361635
Q027,20/07/1999,0,0,NA,2,0,0,Summer,1999,ARTHURS,3.6,NA,GOOD,66,38,C016,1,0,0,Q02736361,66,7.459086837
Q027,12/01/2000,0,0,NA,2,1,1,Winter,2000,ARTHURS,10.5,NA,GOOD,86,38.2,C016,1,1,1,Q02736537,86,7.414717932
Q027,24/05/2000,1,1,NA,2,1,1,Spring,2000,JUNCTION,9.4,0.25,FAIR,87,38.2,C016,1,1,1,Q02736670,87,6.333086683
Q028,26/05/1999,1,1,NA,1,0,0,Spring,1999,JUNCTION,3,0,GOOD,60,37.8,NA,1,0,0,Q02836306,60,9.158688252
Q028,20/07/1999,1,1,NA,1,0,0,Summer,1999,JUNCTION,3.6,0,FAIR,71,38.8,NA,1,0,0,Q02836361,71,5.542615909
Q028,17/08/1999,1,1,NA,1,0,0,Summer,1999,JUNCTION,4.4,0,FAIR,71.5,39,NA,1,0,0,Q02836389,71.5,6.583716331
Q028,21/09/1999,1,1,NA,1,0,0,Autumn,1999,JUNCTION,5.3,0,GOOD,75,39.1,NA,1,0,0,Q02836424,75,6.529657991
Q028,12/10/1999,1,1,NA,1,0,0,Autumn,1999,JUNCTION,6.3,0,FAIR,77,38.9,NA,1,0,0,Q02836445,77,6.973899554
Q028,11/01/2000,1,1,NA,1,1,1,Winter,2000,JUNCTION,8.6,0.25,GOOD,78,38.5,NA,1,1,1,Q02836536,78,9.033263452
Q028,23/05/2000,NA,NA,NA,1,1,1,Spring,2000,JUNCTION,7.1,NA,FAIR,82,38.7,NA,1,1,1,Q02836669,82,6.085277062
Q028,04/10/2000,1,1,NA,1,1,1,Autumn,2000,JUNCTION,10,NA,VGOOD,82,38.8,NA,1,1,1,Q02836803,82,8.570812763
Q028,24/07/2001,1,NA,1,1,2,2,Summer,2001,JUNCTION,8.1,0.25,GOOD,83.5,38.9,NA,2,4,8,Q02837096,83.5,6.448993774
Q028,04/09/2001,1,NA,1,1,2,2,Autumn,2001,JUNCTION,8.4,0.25,GOOD,83,38.7,NA,2,4,8,Q02837138,83,6.853202453
Q028,16/10/2001,1,NA,1,1,2,2,Autumn,2001,JUNCTION,11.4,0.25,VGOOD,83,38.2,NA,2,4,8,Q02837180,83,9.300774757
Q028,28/05/2002,1,NA,1,1,3,3,Spring,2002,JUNCTION,7.9,0.5,FAIR,81,38.6,NA,2,9,27,Q02837404,81,7.117369438
Q028,06/08/2002,1,NA,1,1,3,3,Summer,2002,JUNCTION,7.9,0.5,GOOD,82.5,38.8,NA,2,9,27,Q02837474,82.5,6.605607988
Q028,22/10/2002,1,NA,1,1,3,3,Autumn,2002,JUNCTION,10.5,0.5,GOOD,82,37.7,NA,2,9,27,Q02837551,82,8.999353401
Q028,05/08/2003,1,NA,1,1,4,4,Summer,2003,JUNCTION,7.7,0.25,GOOD,82,38.5,NA,2,16,64,Q02837838,82,6.599525828
Q028,28/10/2003,1,NA,1,1,4,4,Autumn,2003,JUNCTION,9.5,0.5,GOOD,82,36.5,NA,2,16,64,Q02837922,82,8.142272125
Q028,19/10/2004,1,NA,1,1,5,5,Autumn,2004,JUNCTION,11.9,0.5,VGOOD,83,37.7,NA,2,25,125,Q02838279,83,9.708703475
Q028,25/05/2005,1,NA,1,1,6,6,Spring,2005,JUNCTION,8.3,0.75,FAIR,82.5,38.4,NA,2,36,216,Q02838497,82.5,6.940069152
Q028,20/07/2005,1,NA,1,1,6,6,Summer,2005,JUNCTION,7.4,0.75,GOOD,83.5,38,NA,2,36,216,Q02838553,83.5,5.891673324
Q028,19/07/2006,0,NA,0,1,7,7,Summer,2006,JUNCTION,7.3,0.75,FAIR,83.5,37.8,NA,2,49,343,Q02838917,83.5,5.812056117
Q028,07/05/2008,0,NA,0,1,9,9,Spring,2008,JUNCTION,9.5,0.5,GOOD,82.5,38.4,NA,2,81,729,Q02839575,82.5,7.943452644
Q028,22/07/2008,0,NA,0,1,9,9,Summer,2008,JUNCTION,9.8,1,VGOOD,81,38.6,NA,2,81,729,Q02839651,81,8.829141834
Q028,09/12/2008,0,NA,0,1,9,9,Winter,2008,JUNCTION,12.6,1,VGOOD,82,36.8,NA,2,81,729,Q02839791,82,10.79922408
Q028,11/05/2010,0,NA,0,1,11,11,Spring,2010,JUNCTION,9.5,0.75,GOOD,83,38.4,NA,2,121,1331,Q02840309,83,7.750645631
Q028,07/09/2010,0,NA,0,1,11,11,Autumn,2010,JUNCTION,8.9,1,GOOD,82.5,38.5,NA,2,121,1331,Q02840428,82.5,7.441760898
Q028,04/05/2011,0,NA,0,1,12,12,Spring,2011,JUNCTION,6.3,0.75,FAIR,80,38.2,NA,2,144,1728,Q02840667,80,5.969975956
Q029,22/06/1999,0,0,NA,2,0,0,Summer,1999,WOODRUSH,3.2,0,FAIR,63,37.8,V035,1,0,0,Q02936333,63,8.011113731
Q029,03/08/1999,0,0,NA,2,0,0,Summer,1999,WOODRUSH,3.2,0,NA,64,36.6,V035,1,0,0,Q02936375,64,7.514143208
Q029,25/01/2000,0,0,NA,2,1,1,Winter,2000,WOODRUSH,6.6,0.25,GOOD,77,38.4,V035,1,1,1,Q02936550,77,7.305990009
Q029,20/06/2000,0,0,NA,2,1,1,Summer,2000,WOODRUSH,6.9,0.25,FAIR,83,37.9,V035,1,1,1,Q02936697,83,5.629416301
Q029,22/08/2000,0,0,NA,2,1,1,Summer,2000,WOODRUSH,6.4,0.25,FAIR,83.5,38.7,V035,1,1,1,Q02936760,83.5,5.095501253
Q029,23/01/2001,0,NA,0,2,2,2,Winter,2001,WOODRUSH,8.7,0.25,GOOD,83,38.8,V035,2,4,8,Q02936914,83,7.097959683
Q029,26/06/2001,0,NA,0,2,2,2,Summer,2001,WOODRUSH,7.3,0.5,POOR,83,39,V035,2,4,8,Q02937068,83,5.955759274
Q029,22/08/2001,0,NA,0,2,2,2,Summer,2001,WOODRUSH,8.1,0.25,GOOD,85.5,38.1,V035,2,4,8,Q02937125,85.5,5.857178202
Q030,22/06/1999,0,0,NA,2,0,0,Summer,1999,KENNEL,4.3,NA,FAIR,65,38.6,T050,1,0,0,Q03036333,65,9.480161785
Q030,03/08/1999,0,0,NA,2,0,0,Summer,1999,KENNEL,2.9,NA,FAIR,71,38.3,T050,1,0,0,Q03036375,71,4.464885038
Q031,22/06/1999,0,0,NA,2,0,0,Summer,1999,KENNEL,3.5,NA,FAIR,63,38,M058,1,0,0,Q03136333,63,8.762155643
Q031,03/08/1999,0,0,NA,2,0,0,Summer,1999,KENNEL,3.9,NA,FAIR,67,37.6,M058,1,0,0,Q03136375,67,7.60132199
Q031,26/10/1999,0,0,NA,2,0,0,Autumn,1999,KENNEL,7.6,NA,GOOD,76,39,M058,1,0,0,Q03136459,76,8.872286281
Q031,25/01/2000,0,0,NA,2,1,1,Winter,2000,KENNEL,7.9,NA,GOOD,79,37.7,M058,1,1,1,Q03136550,79,7.879065589
Q031,20/06/2000,0,0,NA,2,1,1,Summer,2000,WYCH_ELM,8.8,0.25,VGOOD,83,38.4,M058,1,1,1,Q03136697,83,7.179545427
Q031,22/08/2000,0,0,NA,2,1,1,Summer,2000,WYCH_ELM,8,0.25,GOOD,83,38,M058,1,1,1,Q03136760,83,6.526859479
Q031,26/06/2001,0,NA,0,2,2,2,Summer,2001,WYCH_ELM,7.6,0.25,GOOD,85.5,39.4,M058,2,4,8,Q03137068,85.5,5.495623992
Q031,21/08/2001,0,NA,0,2,2,2,Summer,2001,KENNEL,8,NA,GOOD,84,37.7,M058,2,4,8,Q03137124,84,6.216599894
