ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
Q031,02/10/2001,0,NA,0,2,2,2,Autumn,2001,KENNEL,8.5,NA,VERY_GOOD,84.5,37.7,M058,2,4,8,Q03137166,84.5,6.447634678
Q031,08/06/2004,0,NA,0,2,5,5,Summer,2004,WYCH_ELM,8.8,0.5,GOOD,84.5,38.3,M058,2,25,125,Q03138146,84.5,6.675198255
Q032,22/06/1999,0,0,NA,1,0,0,Summer,1999,PONTINS,3.3,0,FAIR,61,NA,NA,1,0,0,Q03236333,61,9.419618036
Q032,03/08/1999,0,0,NA,1,0,0,Summer,1999,PONTINS,3.4,0,FAIR,68,37,NA,1,0,0,Q03236375,68,6.239334587
Q032,26/10/1999,0,0,NA,1,0,0,Autumn,1999,PONTINS,6.3,0.25,GOOD,75,39,NA,1,0,0,Q03236459,75,7.761668933
Q032,25/01/2000,0,0,NA,1,1,1,Winter,2000,PONTINS,7.1,0.25,FAIR,80,38.3,NA,1,1,1,Q03236550,80,6.728068141
Q032,20/06/2000,0,0,NA,1,1,1,Summer,2000,PONTINS,7.2,0.25,GOOD,82,38.7,NA,1,1,1,Q03236697,82,6.170985189
Q032,28/11/2000,0,0,NA,1,1,1,Autumn,2000,TOP_SETT,10.1,NA,VERY_GOOD,81,37.9,NA,1,1,1,Q03236858,81,9.099421687
Q032,26/06/2001,0,NA,0,1,2,2,Summer,2001,PONTINS,6.6,0.25,FAIR,82,39.2,NA,2,4,8,Q03237068,82,5.656736424
Q032,21/08/2001,0,NA,0,1,2,2,Summer,2001,PONTINS,7.7,0.25,GOOD,84,38.3,NA,2,4,8,Q03237124,84,5.983477398
Q032,03/10/2001,0,NA,0,1,2,2,Autumn,2001,PONTINS,9.6,0.25,VGOOD,82,38.3,NA,2,4,8,Q03237167,82,8.227980253
Q032,18/06/2002,0,NA,0,1,3,3,Summer,2002,PEGLARS,8.8,NA,GOOD,83,38.9,NA,2,9,27,Q03237425,83,7.179545427
Q033,22/06/1999,0,0,NA,2,0,0,Summer,1999,WOODRUSH,3.6,0.25,FAIR,63.5,38,NA,1,0,0,Q03336333,63.5,8.727381357
Q033,03/08/1999,0,0,NA,2,0,0,Summer,1999,WOODRUSH,3.8,0,GOOD,66,37,NA,1,0,0,Q03336375,66,7.873480551
Q033,26/10/1999,0,0,NA,2,0,0,Autumn,1999,WOODRUSH,6.1,0,FAIR,74,38.5,NA,1,0,0,Q03336459,74,7.936901938
Q033,25/01/2000,0,0,NA,2,1,1,Winter,2000,WOODRUSH,7.3,0.25,GOOD,78,38.2,NA,1,1,1,Q03336550,78,7.667770139
Q033,20/06/2000,0,0,NA,2,1,1,Summer,2000,WOODRUSH,8.1,0.25,GOOD,80.5,38.6,NA,1,1,1,Q03336697,80.5,7.483644971
Q033,22/08/2000,0,0,NA,2,1,1,Summer,2000,WOODRUSH,8.1,0.25,VGOOD,82,38.6,NA,1,1,1,Q03336760,82,6.942358338
Q033,31/10/2000,0,0,NA,2,1,1,Autumn,2000,WOODRUSH,11.1,0.25,VGOOD,79,38.2,NA,1,1,1,Q03336830,79,11.07058583
Q033,26/06/2001,0,NA,0,2,2,2,Summer,2001,WOODRUSH,8.4,0.25,GOOD,82,39.1,NA,2,4,8,Q03337068,82,7.199482721
Q033,21/08/2001,0,NA,0,2,2,2,Summer,2001,WOODRUSH,9.4,0.25,VGOOD,82,37.8,NA,2,4,8,Q03337124,82,8.056563997
Q033,03/10/2001,0,NA,0,2,2,2,Autumn,2001,WOODRUSH,10.3,0.25,VGOOD,79.5,38.5,NA,2,4,8,Q03337167,79.5,10.01249063
Q033,18/06/2002,0,NA,0,2,3,3,Summer,2002,WOODRUSH,9.4,0.5,GOOD,83.5,38.3,NA,2,9,27,Q03337425,83.5,7.484017466
Q033,20/08/2002,0,NA,0,2,3,3,Summer,2002,WOODRUSH,10,0.5,GOOD,84,38.1,NA,2,9,27,Q03337488,84,7.770749868
Q033,19/08/2003,0,NA,0,2,4,4,Summer,2003,WOODRUSH,10.3,0.5,VGOOD,81.5,38,NA,2,16,64,Q03337852,81.5,9.05026301
Q033,08/06/2004,0,NA,0,2,5,5,Summer,2004,WOODRUSH,9,0.5,VGOOD,83.5,38.2,NA,2,25,125,Q03338146,83.5,7.165548638
Q033,22/09/2004,0,NA,0,2,5,5,Autumn,2004,WOODRUSH,10.5,0.75,GOOD,83,38.6,NA,2,25,125,Q03338252,83,8.566503066
Q033,07/06/2005,1,NA,1,2,6,6,Summer,2005,WOODRUSH,8.5,0.75,GOOD,81.5,37.4,NA,2,36,216,Q03338510,81.5,7.468663649
Q033,02/08/2005,1,NA,1,2,6,6,Summer,2005,WOODRUSH,9.8,0.75,VGOOD,84,38.5,NA,2,36,216,Q03338566,84,7.61533487
Q033,16/05/2006,3,NA,3,2,7,7,Spring,2006,WOODRUSH,8.9,0.75,GOOD,83,37.5,NA,2,49,343,Q03338853,83,7.26113117
Q033,01/08/2006,3,NA,3,2,7,7,Summer,2006,WOODRUSH,7.2,0.75,GOOD,82.5,37.7,NA,2,49,343,Q03338930,82.5,6.020300951
Q034,22/06/1999,0,0,NA,1,0,0,Summer,1999,TOP_SETT,4,NA,FAIR,62,38.6,M035,1,0,0,Q03436333,62,10.68713692
Q035,22/06/1999,0,0,NA,2,0,0,Summer,1999,WYCH_ELM,2.4,0,FAIR,52,37,Z093,1,0,0,Q03536333,52,13.11160907
Q036,22/06/1999,0,0,NA,2,0,0,Summer,1999,KENNEL,4,NA,FAIR,63,37.4,M058,1,0,0,Q03636333,63,10.01389216
Q036,08/09/1999,0,0,NA,2,0,0,Autumn,1999,PARK_MILL,4.8,NA,GOOD,72,38.3,M058,1,0,0,Q03636411,72,6.981555439
Q036,09/11/1999,0,0,NA,2,0,0,Autumn,1999,PARK_MILL,6.9,NA,GOOD,76,37.7,M058,1,0,0,Q03636473,76,8.055102018
Q036,08/02/2000,0,0,NA,2,1,1,Winter,2000,PARK_MILL,8.5,NA,VERY_GOOD,79,38.5,M058,1,1,1,Q03636564,79,8.477475634
Q036,04/07/2000,0,0,NA,2,1,1,Summer,2000,PARK_MILL,6.3,NA,POOR,81,38.8,M058,1,1,1,Q03636711,81,5.675876894
Q036,20/09/2000,0,0,NA,2,1,1,Autumn,2000,PARK_MILL,6.6,NA,FAIR,79,38.4,M058,1,1,1,Q03636789,79,6.582510492
Q036,28/11/2000,0,0,NA,2,1,1,Autumn,2000,PARK_MILL,10.2,NA,VERY_GOOD,80,38,M058,1,1,1,Q03636858,80,9.665675357
Q036,13/06/2001,0,NA,0,2,2,2,Summer,2001,PARK_MILL,7.4,NA,FAIR,81,38.8,M058,2,4,8,Q03637055,81,6.666903018
Q036,07/08/2001,0,NA,0,2,2,2,Summer,2001,PARK_MILL,7.1,NA,FAIR,81.5,38.1,M058,2,4,8,Q03637110,81.5,6.238530813
Q036,18/09/2001,0,NA,0,2,2,2,Autumn,2001,PARK_MILL,7.9,NA,GOOD,82,38.2,M058,2,4,8,Q03637152,82,6.770942083
Q036,06/02/2002,0,NA,0,2,3,3,Winter,2002,PARK_MILL,9.5,NA,GOOD,80.5,38.8,M058,2,9,27,Q03637293,80.5,8.777114473
Q036,10/09/2002,0,NA,0,2,3,3,Autumn,2002,PARK_MILL,8.1,NA,GOOD,81,38.1,M058,2,9,27,Q03637509,81,7.297556006
Q036,02/09/2003,0,NA,0,2,4,4,Autumn,2003,PARK_MILL,7.4,NA,FAIR,81,37.5,M058,2,16,64,Q03637866,81,6.666903018
Q036,21/06/2005,0,NA,0,2,6,6,Summer,2005,PARK_MILL,7.8,NA,GOOD,81,37.6,M058,2,36,216,Q03638524,81,7.027276154
Q036,16/08/2005,0,NA,0,2,6,6,Summer,2005,PARK_MILL,7.1,NA,GOOD,81.5,37.3,M058,2,36,216,Q03638580,81.5,6.238530813
Q036,24/05/2006,0,NA,0,2,7,7,Spring,2006,PARK_MILL,8.8,1,GOOD,80,37.1,M058,2,49,343,Q03638861,80,8.339014034
Q036,15/08/2006,0,NA,0,2,7,7,Summer,2006,PARK_MILL,7.8,1,GOOD,81,38.2,M058,2,49,343,Q03638944,81,7.027276154
Q036,31/01/2007,0,NA,0,2,8,8,Winter,2007,PARK_MILL,10.1,0.75,GOOD,81,38.3,M058,2,64,512,Q03639113,81,9.099421687
Q036,05/06/2007,0,NA,0,2,8,8,Summer,2007,PARK_MILL,7.4,1,FAIR,80.5,37.3,M058,2,64,512,Q03639238,80.5,6.836910221
Q037,22/06/1999,0,0,NA,2,0,0,Summer,1999,WYCH_ELM,2.5,0,FAIR,55,37.6,H044,1,0,0,Q03736333,55,10.87237039
Q038,22/06/1999,0,0,NA,1,0,0,Summer,1999,BEECH,4.1,NA,GOOD,66,38.3,H046,1,0,0,Q03836333,66,8.49507112
Q038,17/08/1999,0,0,NA,1,0,0,Summer,1999,BEECH,5,NA,GOOD,74,38.3,H046,1,0,0,Q03836389,74,6.505657326
Q038,12/10/1999,0,0,NA,1,0,0,Autumn,1999,BEECH,7,NA,FAIR,79.5,38.3,H046,1,0,0,Q03836445,79.5,6.804605285
Q038,29/11/1999,0,0,NA,1,0,0,Autumn,1999,BEECH,9,NA,GOOD,80,38.2,H046,1,0,0,Q03836493,80,8.52853708
Q038,25/01/2000,0,0,NA,1,1,1,Winter,2000,BEECH,8.4,NA,GOOD,83,37.3,H046,1,1,1,Q03836550,83,6.853202453
Q039,22/06/1999,0,0,NA,1,0,0,Summer,1999,KENNEL,3.4,NA,GOOD,62,38.4,NA,1,0,0,Q03936333,62,9.084066383
Q039,03/08/1999,0,0,NA,1,0,0,Summer,1999,KENNEL,3.6,NA,FAIR,67,37.7,NA,1,0,0,Q03936375,67,7.016604914
Q039,26/10/1999,0,0,NA,1,0,0,Autumn,1999,KENNEL,5.5,NA,FAIR,72,38.1,NA,1,0,0,Q03936459,72,7.999698941
Q039,26/01/2000,0,0,NA,1,1,1,Winter,2000,KENNEL,6.4,NA,FAIR,75,38,NA,1,1,1,Q03936551,75,7.884870027
Q039,20/06/2000,0,0,NA,1,1,1,Summer,2000,KENNEL,7.1,NA,GOOD,79,38.6,NA,1,1,1,Q03936697,79,7.08118553
Q039,23/08/2000,0,0,NA,1,1,1,Summer,2000,KENNEL,6.2,NA,FAIR,78,38.1,NA,1,1,1,Q03936761,78,6.512352721
Q039,26/06/2001,0,NA,0,1,2,2,Summer,2001,KENNEL,9.5,NA,FAIR,80,39.1,NA,2,4,8,Q03937068,80,9.002344695
Q039,21/08/2001,0,NA,0,1,2,2,Summer,2001,KENNEL,6.6,NA,GOOD,80,38.1,NA,2,4,8,Q03937124,80,6.254260525
Q039,02/10/2001,0,NA,0,1,2,2,Autumn,2001,KENNEL,7.2,NA,FAIR,80,37.9,NA,2,4,8,Q03937166,80,6.822829664
Q039,19/06/2002,2,NA,2,1,3,3,Summer,2002,KENNEL,6.3,NA,GOOD,80.5,38.2,NA,2,9,27,Q03937426,80.5,5.820612756
Q039,20/08/2002,2,NA,2,1,3,3,Summer,2002,KENNEL,6,NA,GOOD,80.5,38.7,NA,2,9,27,Q03937488,80.5,5.54344072
Q039,19/11/2002,2,NA,2,1,3,3,Autumn,2002,OLD_OAK,5,NA,POOR,79,36.7,NA,2,9,27,Q03937579,79,4.986750373
Q040,22/06/1999,0,0,NA,1,1,1,Summer,1999,TOP_SETT,3.5,NA,FAIR,66,38.5,NA,1,1,1,Q04036333,66,7.251889981
Q041,22/06/1999,0,0,NA,2,0,0,Summer,1999,TOP_SETT,3.3,NA,FAIR,60,38.4,NA,1,0,0,Q04136333,60,10.07455708
Q041,04/08/1999,0,0,NA,2,0,0,Summer,1999,TOP_SETT,3.7,NA,FAIR,68,38,NA,1,0,0,Q04136376,68,6.789864109
Q041,25/01/2000,0,0,NA,2,1,1,Winter,2000,TOP_SETT,8.7,NA,GOOD,83.5,38.4,NA,1,1,1,Q04136550,83.5,6.926697016
Q042,22/06/1999,0,0,NA,2,0,0,Summer,1999,YEW,4.2,NA,GOOD,68,38.4,NA,1,0,0,Q04236333,68,7.707413313
Q043,22/06/1999,0,0,NA,2,0,0,Summer,1999,TOP_SETT,3.8,NA,FAIR,65.5,37.6,Z044,1,0,0,Q04336333,65.5,8.120772905
Q043,03/08/1999,0,0,NA,2,0,0,Summer,1999,TOP_SETT,3.1,NA,NA,67,36.9,Z044,1,0,0,Q04336375,67,6.042076454
Q044,22/06/1999,0,0,NA,2,1,1,Summer,1999,YEW,3.5,NA,FAIR,63,38.2,NA,1,1,1,Q04436333,63,8.762155643
Q045,22/06/1999,0,0,NA,2,1,1,Summer,1999,YEW,3.4,NA,FAIR,64,37.6,NA,1,1,1,Q04536333,64,7.983777159
Q046,22/06/1999,0,0,NA,1,0,0,Summer,1999,BEECH,3,NA,FAIR,58,37.6,Z048,1,0,0,Q04636333,58,10.51253267
Q046,03/08/1999,1,1,NA,1,0,0,Summer,1999,BEECH,3.4,NA,GOOD,63,37.4,Z048,1,0,0,Q04636375,63,8.511808339
Q046,17/08/1999,1,1,NA,1,0,0,Summer,1999,BEECH,3.6,NA,FAIR,66,37.5,Z048,1,0,0,Q04636389,66,7.459086837
Q046,12/10/1999,1,1,NA,1,0,0,Autumn,1999,BEECH,5.5,NA,FAIR,75,38,Z048,1,0,0,Q04636445,75,6.776060179
Q046,26/10/1999,1,1,NA,1,0,0,Autumn,1999,BEECH,5.8,NA,FAIR,77,38.4,Z048,1,0,0,Q04636459,77,6.420415463
Q046,15/02/2000,1,1,NA,1,1,1,Winter,2000,BEECH,8.1,NA,FAIR,83.5,38.3,Z048,1,1,1,Q04636571,83.5,6.448993774
Q046,21/06/2000,1,1,NA,1,1,1,Summer,2000,BEECH,7.3,NA,GOOD,83,38,Z048,1,1,1,Q04636698,83,5.955759274
Q046,18/07/2000,1,1,NA,1,1,1,Summer,2000,BEECH,7.2,NA,FAIR,84,38.6,Z048,1,1,1,Q04636725,84,5.594939905
Q046,02/10/2001,2,NA,2,1,2,2,Autumn,2001,BEECH,10,NA,VERY_GOOD,84,37.4,Z048,2,4,8,Q04637166,84,7.770749868
Q047,22/06/1999,2,2,NA,1,0,0,Summer,1999,BEECH,3.1,NA,FAIR,61,38.3,NA,1,0,0,Q04736333,61,8.848732094
Q047,03/08/1999,2,2,NA,1,0,0,Summer,1999,BEECH,3.7,NA,FAIR,66,37.3,NA,1,0,0,Q04736375,66,7.666283694
Q047,17/08/1999,2,2,NA,1,0,0,Summer,1999,BEECH,3.7,NA,FAIR,67.5,38.3,NA,1,0,0,Q04736389,67.5,6.996731531
Q047,12/10/1999,2,2,NA,1,0,0,Autumn,1999,BEECH,5.3,NA,FAIR,75,38,NA,1,0,0,Q04736445,75,6.529657991
Q047,26/10/1999,2,2,NA,1,0,0,Autumn,1999,BEECH,5.6,NA,FAIR,76,38,NA,1,0,0,Q04736459,76,6.537474102
Q048,22/06/1999,0,0,NA,1,0,0,Summer,1999,COLLIERS_WOOD,3,NA,FAIR,60.5,38.3,NA,1,0,0,Q04836333,60.5,8.854756561
Q048,03/08/1999,0,0,NA,1,0,0,Summer,1999,COLLIERS_WOOD,3,NA,FAIR,63,38.2,NA,1,0,0,Q04836375,63,7.510419123
Q048,20/06/2000,0,0,NA,1,1,1,Summer,2000,COLLIERS_WOOD,6.8,NA,FAIR,80.5,NA,NA,1,1,1,Q04836697,80.5,6.282566149
Q048,22/08/2000,0,0,NA,1,1,1,Summer,2000,COLLIERS_WOOD,7.2,NA,GOOD,80,38.5,NA,1,1,1,Q04836760,80,6.822829664
Q048,31/10/2000,0,0,NA,1,1,1,Autumn,2000,COLLIERS_WOOD,9.4,NA,VERY_GOOD,79,38.2,NA,1,1,1,Q04836830,79,9.375090701
Q048,26/06/2001,0,NA,0,1,2,2,Summer,2001,COLLIERS_WOOD,6.7,NA,GOOD,80,38.9,NA,2,4,8,Q04837068,80,6.349022048
Q048,22/08/2001,0,NA,0,1,2,2,Summer,2001,COLLIERS_WOOD,7.6,NA,GOOD,81,38.7,NA,2,4,8,Q04837125,81,6.847089586
Q048,02/10/2001,0,NA,0,1,2,2,Autumn,2001,COLLIERS_WOOD,8.8,NA,VERY_GOOD,81,38.6,NA,2,4,8,Q04837166,81,7.928208994
Q049,22/06/1999,0,0,NA,2,0,0,Summer,1999,SEPTIC_TANK,4.4,NA,GOOD,67,39,Z056,1,0,0,Q04936333,67,8.57585045
Q049,03/08/1999,0,0,NA,2,0,0,Summer,1999,SEPTIC_TANK,4.8,NA,GOOD,70,38.3,Z056,1,0,0,Q04936375,70,7.828980931
Q049,26/10/1999,0,0,NA,2,0,0,Autumn,1999,SEPTIC_TANK,9.3,NA,VERY_GOOD,81,38.6,Z056,1,0,0,Q04936459,81,8.378675414
Q049,26/01/2000,0,0,NA,2,1,1,Winter,2000,SEPTIC_TANK,9.6,NA,GOOD,84,38.4,Z056,1,1,1,Q04936551,84,7.459919873
Q049,22/08/2000,0,0,NA,2,1,1,Summer,2000,SEPTIC_TANK,9.5,NA,GOOD,87,38.9,Z056,1,1,1,Q04936760,87,6.400459945
Q049,13/06/2001,0,NA,0,2,2,2,Summer,2001,CEDAR,9.1,NA,FAIR,88,38.6,Z056,2,4,8,Q04937055,88,5.852542356
Q049,04/07/2001,0,NA,0,2,2,2,Summer,2001,BEECH,9,NA,GOOD,88,38.6,Z056,2,4,8,Q04937076,88,5.788228704
Q049,08/08/2001,0,NA,0,2,2,2,Summer,2001,BREAKHEART,9.3,0.25,GOOD,88,38.5,Z056,2,4,8,Q04937111,88,5.98116966
Q049,21/08/2001,0,NA,0,2,2,2,Summer,2001,BEECH,10.1,NA,GOOD,88,38.6,Z056,2,4,8,Q04937124,88,6.495678879
Q050,22/06/1999,0,0,NA,2,0,0,Summer,1999,SEPTIC_TANK,5.3,NA,GOOD,73.5,37.8,NA,1,0,0,Q05036333,73.5,7.088768025
Q050,04/08/1999,0,0,NA,2,0,0,Summer,1999,SEPTIC_TANK,5.5,NA,FAIR,75,39.5,NA,1,0,0,Q05036376,75,6.776060179
Q051,22/06/1999,0,0,NA,2,0,0,Summer,1999,COLLIERS_WOOD,3.3,NA,GOOD,62,38.5,NA,1,0,0,Q05136333,62,8.81688796
Q051,03/08/1999,0,0,NA,2,0,0,Summer,1999,COLLIERS_WOOD,3.3,NA,FAIR,65,36.9,NA,1,0,0,Q05136375,65,7.275472998
Q052,22/06/1999,0,0,NA,1,0,0,Summer,1999,SEPTIC_TANK,4.2,NA,FAIR,65,38.6,NA,1,0,0,Q05236333,65,9.259692907
Q052,03/08/1999,0,0,NA,1,0,0,Summer,1999,SEPTIC_TANK,4.9,NA,GOOD,72,38.5,NA,1,0,0,Q05236375,72,7.127004511
Q052,26/10/1999,0,0,NA,1,0,0,Autumn,1999,SEPTIC_TANK,7.9,NA,VERY_GOOD,80,38.5,NA,1,0,0,Q05236459,80,7.486160326
Q052,25/01/2000,0,0,NA,1,1,1,Winter,2000,SEPTIC_TANK,8.2,NA,GOOD,82.5,38,NA,1,1,1,Q05236550,82.5,6.856453861
Q052,20/06/2000,0,0,NA,1,1,1,Summer,2000,SEPTIC_TANK,7.4,NA,GOOD,85,38.1,NA,1,1,1,Q05236697,85,5.48016483
Q052,22/08/2000,0,0,NA,1,1,1,Summer,2000,SEPTIC_TANK,7.9,NA,VERY_GOOD,85,38.7,NA,1,1,1,Q05236760,85,5.850446238
Q052,26/06/2001,0,NA,0,1,2,2,Summer,2001,YEW,8.1,NA,FAIR,85,39,NA,2,4,8,Q05237068,85,5.998558801
Q052,21/08/2001,0,NA,0,1,2,2,Summer,2001,WYCH_ELM,8.9,0.25,GOOD,87,38.6,NA,2,4,8,Q05237124,87,5.99622037
Q053,22/06/1999,0,0,NA,1,0,0,Summer,1999,SEPTIC_TANK,4.4,NA,GOOD,71,39.3,S043,1,0,0,Q05336333,71,6.774308333
Q053,03/08/1999,0,0,NA,1,0,0,Summer,1999,SEPTIC_TANK,4.7,NA,GOOD,74,38.6,S043,1,0,0,Q05336375,74,6.115317886
Q053,27/10/1999,0,0,NA,1,0,0,Autumn,1999,SEPTIC_TANK,8.1,NA,GOOD,78.5,39.4,S043,1,0,0,Q05336460,78.5,8.289839413
Q053,26/01/2000,0,0,NA,1,1,1,Winter,2000,YEW,8.9,NA,GOOD,81.5,38.6,S043,1,1,1,Q05336551,81.5,7.820130173
Q053,22/08/2000,0,0,NA,1,1,1,Summer,2000,SEPTIC_TANK,7.9,NA,GOOD,82,38.9,S043,1,1,1,Q05336760,82,6.770942083
Q054,23/06/1999,0,0,NA,1,0,0,Summer,1999,PEGLARS,2.8,NA,FAIR,61.5,38.4,NA,1,0,0,Q05436334,61.5,7.731433562
Q054,27/10/1999,0,0,NA,1,0,0,Autumn,1999,PEGLARS,7.6,NA,GOOD,78,39.1,NA,1,0,0,Q05436460,78,7.98288398
Q054,20/06/2000,0,0,NA,1,1,1,Summer,2000,PEGLARS,8.1,NA,GOOD,85.5,39,NA,1,1,1,Q05436697,85.5,5.857178202
Q055,23/06/1999,0,0,NA,1,1,1,Summer,1999,PEGLARS,2.3,NA,GOOD,59,38.2,NA,1,1,1,Q05536334,59,7.51836114
Q056,23/06/1999,0,0,NA,2,1,1,Summer,1999,TOP_SETT,3.6,NA,FAIR,65.5,37.8,NA,1,1,1,Q05636334,65.5,7.693363804
Q057,23/06/1999,0,0,NA,2,1,1,Summer,1999,COLLIERS_WOOD,1.7,NA,FAIR,51,37.8,NA,1,1,1,Q05736334,51,10.05051391
Q058,23/06/1999,0,0,NA,2,0,0,Summer,1999,PONTINS,2.5,0,GOOD,58,37.7,M001,1,0,0,Q05836334,58,8.760443894
Q058,04/08/1999,0,0,NA,2,0,0,Summer,1999,PONTINS,2.6,0,FAIR,62,38.1,M001,1,0,0,Q05836376,62,6.946638999
Q058,26/10/1999,0,0,NA,2,0,0,Autumn,1999,PONTINS,5.3,0.25,FAIR,72.5,38.6,M001,1,0,0,Q05836459,72.5,7.494877114
Q058,25/01/2000,0,0,NA,2,1,1,Winter,2000,PONTINS,6.9,0.25,VGOOD,75.5,38.3,M001,1,1,1,Q05836550,75.5,8.274249657
Q059,23/06/1999,0,0,NA,1,0,0,Summer,1999,BEECH,3.5,NA,NA,62.5,37.7,H046,1,0,0,Q05936334,62.5,9.05073142
Q059,04/08/1999,0,0,NA,1,0,0,Summer,1999,BEECH,3.8,NA,FAIR,68,38.6,H046,1,0,0,Q05936376,68,6.97337395
Q059,18/08/1999,1,1,NA,1,0,0,Summer,1999,BEECH,4.6,NA,NA,64,38.5,H046,1,0,0,Q05936390,64,10.80158086
Q059,12/10/1999,1,1,NA,1,0,0,Autumn,1999,BEECH,5.8,NA,FAIR,75,38.5,H046,1,0,0,Q05936445,75,7.145663462
Q059,26/10/1999,1,1,NA,1,0,0,Autumn,1999,BEECH,6.3,NA,GOOD,74,38.6,H046,1,0,0,Q05936459,74,8.197128231
Q059,29/11/1999,1,1,NA,1,0,0,Autumn,1999,BEECH,7.6,NA,GOOD,78.5,38.3,H046,1,0,0,Q05936493,78.5,7.778120931
Q059,26/01/2000,1,1,NA,1,1,1,Winter,2000,BEECH,6.8,NA,FAIR,77,38.1,H046,1,1,1,Q05936551,77,7.527383646
Q059,20/06/2000,1,1,NA,1,1,1,Summer,2000,BEECH,6.6,NA,FAIR,82,38.5,H046,1,1,1,Q05936697,82,5.656736424
Q059,19/07/2000,1,1,NA,1,1,1,Summer,2000,BEECH,6.9,NA,GOOD,81.5,39,H046,1,1,1,Q05936726,81.5,6.06279755
Q059,22/08/2000,1,1,NA,1,1,1,Summer,2000,BEECH,7.2,NA,GOOD,83,38.7,H046,1,1,1,Q05936760,83,5.874173531
Q059,04/07/2001,1,NA,1,1,2,2,Summer,2001,BEECH,7.3,NA,GOOD,84,38.6,H046,2,4,8,Q05937076,84,5.672647403
Q059,21/08/2001,0,NA,0,1,2,2,Summer,2001,BEECH,8.5,NA,GOOD,83,38.1,H046,2,4,8,Q05937124,83,6.934788196
Q060,06/07/1999,0,0,NA,1,0,0,Summer,1999,INCHBROOK,4.4,NA,GOOD,69,39,NA,1,0,0,Q06036347,69,7.609022314
Q060,08/09/1999,0,0,NA,1,0,0,Autumn,1999,INCHBROOK,5.8,0.25,GOOD,74,39.5,NA,1,0,0,Q06036411,74,7.546562498
Q060,09/11/1999,0,0,NA,1,0,0,Autumn,1999,INCHBROOK,8.1,0,GOOD,76,38.2,NA,1,0,0,Q06036473,76,9.455989326
Q060,13/06/2001,0,NA,0,1,2,2,Summer,2001,INCHBROOK,7.5,0.5,GOOD,80,39,NA,2,4,8,Q06037055,80,7.107114233
Q060,10/07/2002,0,NA,0,1,3,3,Summer,2002,INCHBROOK,8.4,0.5,GOOD,80,38.4,NA,2,9,27,Q06037447,80,7.959967941
Q060,11/09/2002,0,NA,0,1,3,3,Autumn,2002,INCHBROOK,9.4,0.5,VGOOD,80,38.8,NA,2,9,27,Q06037510,80,8.907583172
Q060,06/10/2004,0,NA,0,1,5,5,Autumn,2004,INCHBROOK,11.2,0.75,VGOOD,79.5,38.2,NA,2,25,125,Q06038266,79.5,10.88736846
Q061,06/07/1999,0,0,NA,2,0,0,Summer,1999,INCHBROOK,4.8,0,GOOD,72,39,NA,1,0,0,Q06136347,72,6.981555439
Q061,09/02/2000,0,0,NA,2,1,1,Winter,2000,INCHBROOK,9,0.25,FAIR,82,38.8,NA,1,1,1,Q06136565,82,7.713731487
Q062,06/07/1999,NA,NA,NA,2,0,0,Summer,1999,INCHBROOK,4.7,0,FAIR,71,39.2,NA,1,0,0,Q06236347,71,7.236192992
Q063,06/07/1999,0,0,NA,1,0,0,Summer,1999,INCHBROOK,4.6,0,GOOD,70,39.2,NA,1,0,0,Q06336347,70,7.502773392
Q064,06/07/1999,0,0,NA,2,0,0,Summer,1999,PARK_MILL,5.5,NA,GOOD,76,39.2,NA,1,0,0,Q06436347,76,6.420733493
Q064,07/09/1999,0,0,NA,2,0,0,Autumn,1999,PARK_MILL,6.2,NA,GOOD,80,38.7,NA,1,0,0,Q06436410,80,5.875214433
Q064,09/11/1999,0,0,NA,2,0,0,Autumn,1999,PARK_MILL,8.9,NA,VERY_GOOD,81,38,NA,1,0,0,Q06436473,81,8.018302278
Q064,08/02/2000,0,0,NA,2,1,1,Winter,2000,PARK_MILL,8.6,NA,GOOD,85,38.4,NA,1,1,1,Q06436564,85,6.368840208
Q064,04/07/2000,0,0,NA,2,1,1,Summer,2000,PARK_MILL,7.5,NA,FAIR,85,38.2,NA,1,1,1,Q06436711,85,5.554221112
Q064,17/10/2000,1,1,NA,2,1,1,Autumn,2000,PARK_MILL,8.6,NA,GOOD,85,38.2,NA,1,1,1,Q06436816,85,6.368840208
Q065,06/07/1999,0,0,NA,2,0,0,Summer,1999,PARK_MILL,4.5,NA,GOOD,69,38.8,NA,1,0,0,Q06536347,69,7.781954639
Q065,07/09/1999,0,0,NA,2,0,0,Autumn,1999,PARK_MILL,5.6,NA,GOOD,77,38,NA,1,0,0,Q06536410,77,6.199021826
Q065,19/09/2000,0,0,NA,2,1,1,Autumn,2000,PARK_MILL,7.7,NA,FAIR,86,38,NA,1,1,1,Q06536788,86,5.437459817
Q065,17/10/2000,0,0,NA,2,1,1,Autumn,2000,PARK_MILL,9.2,NA,FAIR,86,38.4,NA,1,1,1,Q06536816,86,6.496705236
Q065,12/06/2001,0,NA,0,2,2,2,Summer,2001,PARK_MILL,7.8,NA,FAIR,85,38.1,NA,2,4,8,Q06537054,85,5.776389956
Q065,18/09/2001,0,NA,0,2,2,2,Autumn,2001,PARK_MILL,8.7,NA,GOOD,87,37.9,NA,2,4,8,Q06537152,87,5.861473845
